status_id,num_like,num_love,num_wow,num_haha,num_sad,num_angry
5281959998_10150877708714999,203,1,12,2,9,7
5281959998_10150877776059999,2830,43,46,6,362,310
5281959998_10150877777379999,785,3,26,230,33,268
5281959998_10150877763669999,987,39,45,11,0,0
5281959998_10150877725219999,2160,16,96,201,46,991
5281959998_10150877717614999,1571,60,79,0,0,0
5281959998_10150877726604999,6243,374,140,40,0,0
5281959998_10150877717299999,296,2,25,14,2,56
5281959998_10150877685539999,2690,69,317,372,10,79
5281959998_10150877655434999,7518,80,81,19,2412,441
5281959998_10150877646524999,1833,137,14,4,0,2
5281959998_10150877622814999,211,10,16,24,12,94
5281959998_10150877508814999,1386,53,11,4,18,40
5281959998_10150877574944999,4043,33,76,21,252,1165
5281959998_10150877551634999,3984,62,38,5,7443,1049
5281959998_10150877546404999,197,2,87,7,66,10
5281959998_10150877441934999,701,40,7,0,0,0
5281959998_10150877342109999,7325,447,491,15,1,2
5281959998_10150877366864999,3634,40,28,36,137,235
5281959998_10150877360744999,478,19,15,0,0,3
5281959998_10150877451239999,640,53,22,0,0,0
5281959998_10150877448124999,233,7,3,2,81,0
5281959998_10150877349389999,712,29,0,0,0,0
5281959998_10150877419409999,3815,1142,51,41,6,3
5281959998_10150877289274999,290,16,0,0,0,0
5281959998_10150877407019999,792,95,7,3,0,0
5281959998_10150877400194999,180,25,3,33,64,2
5281959998_10150877272639999,1134,72,13,185,3,1
5281959998_10150877373559999,1422,84,13,26,6,11
5281959998_10150877363719999,5293,43,593,856,203,2061
5281959998_10150877319779999,483,8,73,4,17,143
5281959998_10150877333519999,392,17,45,1,10,16
5281959998_10150877269329999,376,17,17,1,5,6
5281959998_10150877315374999,2054,683,48,19,9,18
5281959998_10150877281129999,5662,40,1421,604,267,2648
5281959998_10150877247609999,5498,54,60,3,9256,1154
5281959998_10150877262514999,306,1,27,1,141,1
5281959998_10150877235664999,1128,59,9,35,0,0
5281959998_10150877224404999,80,1,0,6,0,3
5281959998_10150877208414999,500,2,55,0,124,153
5281959998_10150877200409999,307,11,3,5,2,21
5281959998_10150877196189999,131,6,20,1,9,24
5281959998_10150877131824999,792,14,66,3,4,0
5281959998_10150877123914999,143,9,3,0,0,0
5281959998_10150877117229999,279,4,11,3,0,1
5281959998_10150877111489999,161,2,0,0,4,0
5281959998_10150876635234999,366,9,5,0,13,0
5281959998_10150876744254999,302,3,101,18,22,399
5281959998_10150876730084999,677,3,44,10,69,14
5281959998_10150876699129999,2038,108,48,25,234,640
5281959998_10150876754924999,197,3,49,2,141,5
5281959998_10150876853954999,107,6,3,1,0,0
5281959998_10150876784054999,190,3,12,0,256,2
5281959998_10150876751564999,559,48,13,0,1,0
5281959998_10150876827444999,607,14,139,58,13,144
5281959998_10150876748039999,2416,192,6,60,1,9
5281959998_10150876791889999,896,31,286,89,12,170
5281959998_10150876776794999,578,22,8,0,2,1
5281959998_10150876684214999,180,6,0,0,200,3
5281959998_10150876734284999,1218,81,46,26,5,10
5281959998_10150876696969999,1398,71,41,1,0,1
5281959998_10150876658934999,137,2,40,0,137,0
5281959998_10150876595774999,162,7,0,3,0,0
5281959998_10150876666329999,3591,222,29,161,9,28
5281959998_10150876671764999,858,57,77,3,4,10
5281959998_10150876638854999,248,8,15,111,7,79
5281959998_10150876636354999,645,16,6,4,1,15
5281959998_10150876623684999,614,43,0,0,0,0
5281959998_10150876554779999,176,11,3,3,9,1
5281959998_1745156759035172,2561,91,55,4,3,0
5281959998_10150876590344999,334,9,4,1,1,0
5281959998_10150876573624999,227,17,2,0,0,1
5281959998_10150876551199999,629,45,4,2,6,5
5281959998_10150876524014999,578,3,209,5,816,8
5281959998_10150876501124999,562,27,9,1,231,2
5281959998_10150876507239999,1183,9,160,22,12,153
5281959998_10150876484939999,57,0,2,0,14,8
5281959998_10150876465244999,1553,196,119,16,13,3
5281959998_10150876450714999,224,4,27,105,4,38
5281959998_10150876447529999,570,43,4,8,40,20
5281959998_10150876430729999,46,0,0,0,0,0
5281959998_10150876426484999,724,80,39,5,0,0
5281959998_10150876250584999,2413,141,8,1,1,0
5281959998_10150876343299999,749,7,112,4,36,392
5281959998_10150876362709999,929,69,0,14,0,0
5281959998_10150876233904999,1275,16,238,283,11,43
5281959998_10150876195894999,71,1,2,35,0,9
5281959998_10150876186899999,2374,184,3,104,2,0
5281959998_10150876071959999,460,2,15,10,0,0
5281959998_10150876045809999,320,8,0,0,0,0
5281959998_10150876027959999,1307,36,158,4,105,6
5281959998_10150876009274999,172,0,34,3,52,25
5281959998_10150875578104999,321,17,1,0,0,0
5281959998_10150875064604999,426,2,31,2,11,2
5281959998_10150875433229999,495,9,25,68,31,481
5281959998_10150875058214999,494,40,1,0,0,1
5281959998_10150875504234999,625,5,299,5,1101,7
5281959998_10150875218759999,272,7,4,0,0,0
5281959998_10150875159724999,246,0,4,0,2,0
5281959998_10150875616669999,71,0,3,1,0,0
5281959998_10150875414874999,300,6,27,6,11,219
5281959998_10150875784509999,886,23,15,1,0,0
5281959998_10150875061549999,479,25,8,1,0,0
5281959998_10150875755559999,840,18,105,607,9,35
5281959998_10150875400639999,1299,38,139,1,2,4
5281959998_10150875155674999,259,5,2,32,0,0
5281959998_10150875086914999,869,82,2,1,0,0
5281959998_10150875073659999,119,0,0,2,2,0
5281959998_10150875540064999,439,11,4,6,1,1
5281959998_10150875441399999,2811,195,164,8,3,6
5281959998_10150875530119999,353,23,9,0,0,0
5281959998_10150875513259999,126,2,15,0,5,16
5281959998_10150875505574999,184,4,46,6,4,12
5281959998_10150875483654999,3432,502,8,38,0,0
5281959998_10150875482024999,74697,10916,702,24,16,6
5281959998_10150875463889999,3122,25,996,163,72,2611
5281959998_10150875458114999,798,33,14,0,1,2
5281959998_10150875397399999,449,7,29,2,570,7
5281959998_10150875429259999,194,3,13,10,1,0
5281959998_10150875432669999,578,12,30,2,388,1
5281959998_10150875410674999,8722,685,108,226,48,56
5281959998_10150875053324999,525,32,2,6,1,0
5281959998_10150875051414999,403,13,6,43,9,21
5281959998_10150875185139999,613,9,30,92,2,0
5281959998_10150875205349999,9287,211,338,7,3,1
5281959998_10150875217334999,3886,21,180,25,700,54
5281959998_10150875090054999,286,7,4,0,0,0
5281959998_10150875169694999,178,9,2,8,0,0
5281959998_10150875263474999,150,8,0,0,0,0
5281959998_10150875127989999,134,1,1,8,0,3
5281959998_10150875249884999,310,11,7,1,0,0
5281959998_10150875179939999,961,50,16,14,424,22
5281959998_10150875213354999,366,0,48,1,490,5
5281959998_10150875232544999,351,1,8,4,0,10
5281959998_10150875048419999,321,6,181,7,96,32
5281959998_10150875036009999,861,38,37,0,0,0
5281959998_10150875171024999,490,27,0,1,0,0
5281959998_10150875117114999,4200,337,5,11,1,0
5281959998_10150874987859999,322,24,3,1,0,1
5281959998_10150875026029999,346,13,1,2,0,0
5281959998_10150875033144999,1822,59,94,44,18,300
5281959998_10150875067224999,3281,287,35,2,0,0
5281959998_10150875086679999,832,10,169,647,32,421
5281959998_10150875019654999,241,2,55,3,13,32
5281959998_10150875005794999,1333,31,8,128,387,19
5281959998_10150874914699999,2886,129,143,324,13,296
5281959998_10150875011084999,955,51,20,3,1,4
5281959998_10150874932114999,1690,33,53,14,9585,3718
5281959998_10150874922864999,2045,146,8,38,3,13
5281959998_10150874907399999,20980,2322,212,85,15,4
5281959998_10150874894834999,2502,33,202,673,52,70
5281959998_10150874849984999,1384,132,4,20,1,1
5281959998_10150874846554999,718,66,4,106,1,2
5281959998_10150874603554999,1141,53,11,110,0,6
5281959998_10150874416924999,106,2,0,0,0,0
5281959998_10150874613599999,254,7,9,1,0,1
5281959998_10150874325749999,191,3,1,1,0,0
5281959998_10150874338889999,590,14,79,21,5,0
5281959998_10150874706169999,124,1,1,0,9,16
5281959998_10150874582359999,4075,470,22,6,1,2
5281959998_10150874624859999,1112,19,24,195,5,47
5281959998_10150874601554999,3826,333,76,7,3,20
5281959998_10150874228929999,8632,687,18,65,0,6
5281959998_10150874656589999,1268,15,16,8,420,187
5281959998_10150874627794999,277,13,3,14,0,0
5281959998_10150874591954999,2351,69,608,182,51,82
5281959998_10150874585214999,349,18,5,0,0,0
5281959998_10150874577329999,781,18,26,2,3,0
5281959998_10150874550449999,1774,137,6,38,3,9
5281959998_10150874554804999,352,4,32,16,2,3
5281959998_10150874500454999,812,38,2,11,0,1
5281959998_10150874504439999,447,16,2,1,0,0
5281959998_10150874184829999,487,25,3,1,0,0
5281959998_10150874345009999,181,5,0,19,1,0
5281959998_10150874358364999,315,20,0,0,0,0
5281959998_10150874347434999,494,5,76,101,3,36
5281959998_10150874453469999,124,3,34,2,19,7
5281959998_10150874302139999,211,0,5,3,24,5
5281959998_10150874403154999,179,5,3,0,1,21
5281959998_10150874401219999,298,5,13,1,67,6
5281959998_10150874243944999,404,5,137,1,457,3
5281959998_10150874225509999,8077,149,310,16,0,1
5281959998_10150874329664999,619,6,196,20,5,160
5281959998_10150874309104999,1281,12,294,2,139,100
5281959998_10150874209099999,1617,48,17,7,522,456
5281959998_10150874235084999,361,29,37,194,8,165
5281959998_10150874205649999,358,2,23,17,13,18
5281959998_10150874138984999,670,29,4,1,0,1
5281959998_10150874142594999,4246,535,31,248,11,61
5281959998_10150874172524999,2516,167,88,29,11,49
5281959998_10150874166179999,806,33,173,62,1460,913
5281959998_10150874129929999,535,8,187,108,8,10
5281959998_10150874074499999,1031,26,8,16,3,2
5281959998_10150874069714999,1278,224,29,0,2,1
5281959998_10150874066594999,611,8,93,540,19,51
5281959998_10150874054509999,18630,518,882,46,6,1
5281959998_10150871697404999,420,42,0,0,1,1
5281959998_10150872926224999,4741,182,9,23,2,20
5281959998_10150871767884999,208,3,1,0,4,1
5281959998_10150873677699999,463,20,0,17,0,1
5281959998_10150873608199999,1694,91,6,10,0,0
5281959998_10150873605849999,1039,34,21,1,215,6
5281959998_10150873833504999,38816,4371,332,11,16,4
5281959998_10150873859679999,544,6,297,9,144,28
5281959998_10150873843719999,4408,22,1071,162,33,1141
5281959998_10150873822774999,3378,313,113,2,1,0
5281959998_10150873632974999,718,51,26,3,0,3
5281959998_10150873797759999,343,14,2,0,0,0
5281959998_10150873616799999,1397,39,37,2,11,6
5281959998_10150873778919999,82,1,1,0,0,0
5281959998_10150873768519999,16951,1067,359,22,1,2
5281959998_10150873745214999,2461,165,48,3,11,8
5281959998_10150873645404999,1320,122,0,17,0,0
5281959998_10150871802219999,563,25,8,0,0,0
5281959998_10150873622779999,3764,103,409,37,1,0
5281959998_10150873556854999,196,4,1,1,0,13
5281959998_10150872875394999,6753,64,57,81,1331,1039
5281959998_10150871630904999,1119,90,0,5,0,0
5281959998_10150873550384999,364,8,6,13,2,7
5281959998_10150873576164999,390,12,1,0,0,1
5281959998_10150873447104999,1479,30,738,310,246,3448
5281959998_10150873485769999,264,3,24,2,97,70
5281959998_10150873503644999,6823,3599,74,122,11,27
5281959998_10150873472439999,6754,50,5208,280,1312,4027
5281959998_10150873421439999,855,1,7,3,349,159
5281959998_10150873413964999,3370,150,15,1,0,1
5281959998_10150872849299999,794,31,33,1,6,4
5281959998_10150873405799999,3309,241,32,3,0,1
5281959998_10150873350874999,367,5,36,10,142,103
5281959998_10150873384419999,1329,65,17,0,0,0
5281959998_10150873355809999,272,0,29,1,192,25
5281959998_10150873338484999,423,7,32,0,56,17
5281959998_10150872872744999,4522,308,92,47,5,34
5281959998_10150871800119999,280,10,4,0,0,0
5281959998_10150872723699999,2140,97,13,3,1,0
5281959998_10150872830599999,275,11,1,0,0,0
5281959998_10150872716194999,155,16,0,0,0,0
5281959998_10150872672709999,294,3,10,1,173,27
5281959998_10150872643974999,429,2,16,25,33,2
5281959998_10150872936314999,4791,265,45,3,2,0
5281959998_10150872982484999,1333,103,11,0,0,0
5281959998_10150872646254999,5667,128,407,1349,61,44
5281959998_10150872900264999,25494,2361,522,27,14,2
5281959998_10150872885779999,3934,132,227,13,0,4
5281959998_10150872884124999,18299,1703,304,13,4,2
5281959998_10150872870144999,1899,74,135,101,4121,1921
5281959998_10150872881299999,15272,876,202,4,2,0
5281959998_10150872866204999,11210,846,704,10,1,0
5281959998_10150872856559999,2397,128,9,1,0,0
5281959998_10150872631319999,1693,26,19,123,17,73
5281959998_10150871798829999,556,19,1,2,1,0
5281959998_10150872795454999,2642,192,134,6,2,0
5281959998_10150872434464999,172,8,0,1,1,0
5281959998_10150872652194999,3554,185,41,361,29,76
5281959998_10150872744889999,1740,11,582,199,32,49
5281959998_10150872738859999,3867,1005,237,26,20,13
5281959998_10150872648159999,353,7,10,121,2,88
5281959998_10150872712684999,4195,975,219,60,34,36
5281959998_10150872699884999,233,6,38,11,0,1
5281959998_10150872656649999,608,15,18,2,491,0
5281959998_10150872641354999,269,3,2,1,166,11
5281959998_10150872618984999,2834,48,118,666,62,297
5281959998_10150871815844999,5179,474,14,3,1,5
5281959998_10150872577614999,190,18,0,0,0,0
5281959998_10150872573229999,725,28,9,3,19,1
5281959998_10150871621479999,572,44,1,8,3,2
5281959998_10150872535059999,3791,63,122,1078,15,27
5281959998_10150872511314999,227,0,13,3,15,35
5281959998_10150871737774999,2850,69,9,426,5,5
5281959998_10150871806784999,1458,163,16,3,0,3
5281959998_10150872458724999,3755,294,0,0,0,1
5281959998_10150872445464999,1000,75,5,1,7,27
5281959998_10150871590909999,1036,71,7,2,0,1
5281959998_10150871797524999,838,31,12,0,0,3
5281959998_10150872090879999,884,26,12,113,3,20
5281959998_10150871929314999,249,3,1,0,0,0
5281959998_10150871790124999,372,24,5,0,1,1
5281959998_10150871996369999,504,21,7,2,111,2
5281959998_10150871971824999,426,5,10,1,685,128
5281959998_10150872098229999,216,7,19,2,121,5
5281959998_10150871714134999,127,0,2,0,27,17
5281959998_10150872154124999,198,9,9,24,1,89
5281959998_10150872088954999,1339,155,1,2,1,3
5281959998_10150872082324999,30721,3186,51,9,342,11
5281959998_10150872066719999,4565,109,258,191,14,35
5281959998_10150872073064999,19386,1143,2098,87,2,2
5281959998_10150871991729999,3213,42,412,1674,136,1411
5281959998_10150872031169999,13404,973,378,11,3,0
5281959998_10150872018804999,32040,1515,1787,87,99,45
5281959998_10150871964539999,883,15,274,49,83,273
5281959998_10150872012039999,349,17,7,0,1,0
5281959998_10150872007429999,6991,626,116,6,6,4
5281959998_10150872000499999,1628,27,1658,99,2336,495
5281959998_10150871964904999,2564,57,67,22,1,9
5281959998_10150871978274999,3105,191,97,18,0,0
5281959998_10150871590039999,1608,104,44,4,0,0
5281959998_10150871945799999,366,6,24,155,71,94
5281959998_10150871923094999,1799,48,37,33,40,290
5281959998_10150871917544999,1901,17,158,221,126,655
5281959998_10150871449544999,1286,74,4,21,0,5
5281959998_10150871864399999,11489,813,786,9,7,48
5281959998_10150871683609999,995,88,22,21,30,286
5281959998_10150871589769999,329,1,47,13,3,0
5281959998_10150871831999999,882,79,34,0,0,1
5281959998_10150871620649999,2863,322,10,3,0,0
5281959998_10150871571464999,632,12,4,27,3,6
5281959998_10150871792664999,1126,249,25,10,2,4
5281959998_10150871791959999,395,10,4,1,0,0
5281959998_10150871701419999,146,8,3,0,20,24
5281959998_10150871665189999,2320,346,19,2,0,1
5281959998_10150871763224999,553,25,148,58,435,13
5281959998_10150871675734999,177,3,4,0,11,1
5281959998_10150871695739999,2099,186,154,42,20,52
5281959998_10150871694094999,4243,206,399,163,3053,4045
5281959998_10150871693969999,24,1,0,0,3,7
5281959998_10150871614774999,233,4,6,4,61,62
5281959998_10150871545359999,451,64,2,1,0,0
5281959998_10150871621564999,6984,935,19,8,3,0
5281959998_10150871630324999,2396,185,26,92,3,38
5281959998_10150871608264999,1825,289,55,22,7,10
5281959998_10150871607439999,360,3,29,21,1,9
5281959998_10150871591584999,756,48,24,1,1,0
5281959998_10150871560044999,1241,32,6,177,0,2
5281959998_10150871529599999,202,4,4,1,0,0
5281959998_10150871501184999,683,4,44,4,36,388
5281959998_10150871479274999,752,4,252,4,162,2109
5281959998_10150871435079999,751,9,15,138,0,3
5281959998_10150871441434999,2060,32,284,1209,78,2164
5281959998_10150871409219999,240,9,2,6,0,2
5281959998_10150871401794999,341,10,9,64,10,43
5281959998_10150871210069999,1001,39,41,7,0,0
5281959998_10150871200849999,455,4,8,0,2,0
5281959998_10150871087409999,480,5,66,12,109,3
5281959998_10150871195344999,319,10,2,22,1,5
5281959998_10150871228269999,6355,559,2,268,0,1
5281959998_10150871187419999,222,3,13,1,35,5
5281959998_10150871199984999,594,23,13,146,102,7
5281959998_10150871186444999,14918,901,155,48,9,21
5281959998_10150870964819999,9135,760,267,9,1,1
5281959998_10150871105439999,3825,548,2,5,1,0
5281959998_10150871180664999,4735,701,18,3,0,0
5281959998_10150871171859999,8296,1104,82,3,0,1
5281959998_10150871132164999,4721,267,307,10,6,1
5281959998_10150871130714999,21712,1609,954,38,2,0
5281959998_10150871106649999,2410,243,1,5,1,1
5281959998_10150871120014999,276,17,3,0,0,0
5281959998_10150871110894999,6399,81,402,710,86,283
5281959998_10150871079914999,171,2,11,1,73,236
5281959998_10150870893679999,1098,63,12,13,2,43
5281959998_10150871060004999,1143,104,0,0,0,0
5281959998_10150871047684999,1863,530,19,16,6,8
5281959998_10150871044299999,6727,596,122,2,1,0
5281959998_10150870637219999,727,83,8,73,4,2
5281959998_10150871027524999,1630,595,20,32,5,8
5281959998_10150870987049999,1085,74,2,37,0,7
5281959998_10150870977279999,134,0,11,51,5,88
5281959998_10150870984134999,452,18,5,0,0,0
5281959998_10150870957949999,1361,7,5,5,627,124
5281959998_10150870918164999,6815,792,22,2,1,2
5281959998_10150870914179999,62516,6735,496,36,4,23
5281959998_10150870772709999,9272,951,118,2,1,1
5281959998_10150870823829999,838,5,142,29,15,595
5281959998_10150870771714999,374,5,7,1,19,67
5281959998_10150870852054999,1191,106,19,1,0,0
5281959998_10150870833099999,250,16,3,1,0,0
5281959998_10150870789354999,127,9,4,3,0,0
5281959998_10150870762994999,410,4,25,66,4,20
5281959998_10150870709954999,1274,191,3,7,267,2
5281959998_10150870620789999,699,57,0,0,0,0
5281959998_10150870757549999,348,8,3,3,1,0
5281959998_10150870681989999,600,53,14,5,0,2
5281959998_10150870734194999,1327,128,13,54,8,22
5281959998_10150870705529999,507,9,23,166,13,204
5281959998_10150869720464999,4602,92,451,17,374,49
5281959998_10150870684199999,1782,94,26,11,10,8
5281959998_10150870630294999,438,16,0,0,0,0
5281959998_10150870622589999,119,4,2,0,1,0
5281959998_10150870626654999,988,56,8,1,1,0
5281959998_10150870614959999,484,14,26,5,4,4
5281959998_10150870578854999,337,24,3,4,0,4
5281959998_10150870538034999,2458,123,2,0,0,0
5281959998_10150870552144999,354,6,103,11,69,1
5281959998_10150870514559999,2084,66,353,1489,119,2757
5281959998_10150870485959999,708,9,12,5,58,35
5281959998_10150870479984999,473,5,52,41,10,29
5281959998_10150870086669999,4777,405,34,13,3,5
5281959998_10150870407869999,414,6,43,7,254,271
5281959998_10150869740614999,830,7,20,0,520,369
5281959998_10150870451524999,1259,7,7,1,136,27
5281959998_10150870397514999,702,49,26,22,1,16
5281959998_10150869546044999,115,0,4,2,2,0
5281959998_10150869979429999,242,9,6,2,0,0
5281959998_10150869750689999,31727,615,3538,122,82,113
5281959998_10150870141064999,238,3,5,1,31,46
5281959998_10150870257414999,892,68,10,0,0,0
5281959998_10150870089399999,211,3,110,1,48,16
5281959998_10150870201879999,8219,544,58,8,4,8
5281959998_10150870224224999,4145,88,2381,1260,297,10078
5281959998_10150870226989999,161,9,0,0,0,0
5281959998_10150870212764999,17468,724,887,50,12,5
5281959998_10150870212479999,4225,270,39,2,0,0
5281959998_10150870161154999,312,9,64,27,6,110
5281959998_10150870152199999,912,45,11,1,0,1
5281959998_10150870133474999,1716,54,85,19,1,11
5281959998_10150870127294999,6580,360,22,94,1,0
5281959998_10150870103799999,735,75,25,6,0,1
5281959998_10150870116099999,1919,185,45,2,1,0
5281959998_10150870066684999,5154,751,44,1,12,0
5281959998_10150870111024999,476,27,9,1,0,0
5281959998_10150870031709999,7356,449,154,2,4,1
5281959998_10150870069624999,1436,25,145,361,10,10
5281959998_10150869744864999,2725,271,14,2,0,0
5281959998_10150870053709999,641,40,40,0,0,0
5281959998_10150870033739999,414,6,20,153,24,299
5281959998_10150870005579999,686,8,84,90,3,10
5281959998_10150869997869999,109,4,13,0,0,0
5281959998_10150869985894999,1025,30,122,260,5,9
5281959998_10150869840604999,90,0,2,0,43,55
5281959998_10150869658414999,512,25,16,0,0,0
5281959998_10150869904889999,378,3,35,0,398,1
5281959998_10150869912354999,216,9,3,1,0,0
5281959998_10150869884579999,907,34,14,2,0,0
5281959998_10150869856244999,631,26,49,312,24,822
5281959998_10150869848504999,1474,21,1138,228,151,2909
5281959998_10150869797414999,2256,32,138,400,12,312
5281959998_10150869825414999,15993,1406,351,13,8,2
5281959998_10150869663424999,107,1,1,3,0,0
5281959998_10150869788854999,451,24,3,2,0,0
5281959998_10150869711129999,499,36,1,7,2,1
5281959998_10150869772109999,1517,87,32,5,17,46
5281959998_10150869621564999,129,1,2,0,4,3
5281959998_10150869657039999,353,4,99,12,452,348
5281959998_10150869653249999,1503,33,18,28,4,5
5281959998_10150869679114999,2913,250,112,34,10,20
5281959998_10150869624109999,11742,431,112,2933,23,21
5281959998_10150869554504999,700,5,9,1,115,121
5281959998_10150869564449999,115,1,26,1,14,47
5281959998_10150869557264999,398,7,48,5,3285,321
5281959998_10150869529554999,14609,2069,50,4,0,2
5281959998_10150869469264999,123,0,5,0,0,0
5281959998_10150869435554999,208,1,7,1,61,57
5281959998_10150869417739999,2066,110,18,42,2,4
5281959998_10150869174919999,4543,34,97,225,79,543
5281959998_10150869068904999,805,14,55,25,14,198
5281959998_10150869232959999,588,27,16,46,1,4
5281959998_10150867737864999,570,15,1,87,0,1
5281959998_10150868997414999,490,15,24,1,3,1
5281959998_10150869298314999,547,7,136,61,3,4
5281959998_10150869038499999,586,18,27,26,0,8
5281959998_10150869074804999,6601,398,32,591,9,17
5281959998_10150869253714999,10099,537,180,8,3,2
5281959998_10150869030959999,5666,888,13,1,0,2
5281959998_10150869047524999,13205,1346,33,4,193,1
5281959998_10150869136984999,29796,485,991,164,286,3524
5281959998_10150869143754999,787,30,29,2,5,6
5281959998_10150869150349999,5045,415,120,4,0,2
5281959998_10150869138819999,1226,94,24,0,0,0
5281959998_10150869090589999,34104,2836,863,48,11,3
5281959998_10150869082724999,3353,301,44,1,0,0
5281959998_10150869048109999,113009,10009,984,331,34,55
5281959998_10150868948974999,4267,384,43,1,0,0
5281959998_10150869026499999,438,23,4,0,0,0
5281959998_10150868773879999,2545,81,95,1,31,2
5281959998_10150868976389999,1437,7,65,7,174,434
5281959998_10150868949209999,1034,18,594,73,75,2255
5281959998_10150868523449999,150,0,16,0,59,3
5281959998_10150868729589999,204,2,0,0,0,0
5281959998_10150868898689999,7048,784,56,1,0,4
5281959998_10150868890944999,642,33,27,4,1,5
5281959998_10150868704624999,116,1,15,3,3,5
5281959998_10150868835479999,1997,22,1084,86,157,3711
5281959998_10150868831649999,1107,111,31,2,0,0
5281959998_10150868531794999,220,2,2,0,0,0
5281959998_10150868713244999,438,32,10,124,2,0
5281959998_10150868636734999,500509,56517,21287,328,63,27
5281959998_10150868716484999,720,10,135,73,9,5
5281959998_10150868540674999,1264,85,3,37,0,0
5281959998_10150868557929999,232,4,2,1,1,0
5281959998_10150868677344999,507,8,25,0,44,11
5281959998_10150868647749999,2138,91,9,32,11,9
5281959998_10150868589829999,36749,1421,2437,39,3,11
5281959998_10150868622344999,2674,190,9,326,2,3
5281959998_10150868583764999,64,1,0,0,0,0
5281959998_10150868580679999,146,6,16,18,3,13
5281959998_10150868590674999,2074,147,122,25,17,44
5281959998_10150868525984999,1478,119,22,0,0,2
5281959998_10150868488659999,81,1,2,2,9,32
5281959998_10150868470989999,100,1,0,13,0,3
5281959998_10150868501959999,2100,180,90,30,6,4
5281959998_10150868499544999,140,0,40,2,315,214
5281959998_10150868493074999,728,48,25,21,4,13
5281959998_10150867985079999,36052,1732,1582,86,36,30
5281959998_10150868448809999,455,25,6,36,0,2
5281959998_10150868441909999,1641,65,13,119,13,5
5281959998_10150868360504999,1707,207,23,74,2,8
5281959998_10150868402189999,132,6,12,5,1,1
5281959998_10150868398764999,61,1,5,0,52,1
5281959998_10150868359274999,2950,131,34,69,4,1
5281959998_10150868355029999,2326,164,34,148,1,7
5281959998_10150868347464999,206,0,6,2,71,45
5281959998_10150867864319999,205,5,10,2,0,0
5281959998_10150868343294999,232,3,6,4,0,0
5281959998_10150868038044999,3135,31,97,230,37,362
5281959998_10150868056594999,592,8,19,42,1,7
5281959998_10150867784789999,376,19,4,8,2,2
5281959998_10150868015254999,346,3,45,4,8,117
5281959998_10150868049404999,802,6,34,11,5,0
5281959998_10150867981734999,351,14,14,256,9,209
5281959998_10150868017889999,997,48,7,2,25,32
5281959998_10150868153129999,343,6,131,2,663,18
5281959998_10150868119629999,1532,93,122,591,85,640
5281959998_10150868126519999,6339,470,54,19,1,5
5281959998_10150868104589999,196,12,1,3,0,0
5281959998_10150868081799999,11642,648,63,221,5,39
5281959998_10150868072649999,22952,2007,308,8,5,0
5281959998_10150868045704999,762,12,18,1,0,1
5281959998_10150868008534999,4157,396,50,2,3,0
5281959998_10150868001044999,648,9,21,95,4,56
5281959998_10150867949209999,511,29,41,7,2,12
5281959998_10150867684129999,390,10,3,1,2,0
5281959998_10150867972384999,1720,306,33,15,2,10
5281959998_10150867928574999,12307,664,539,139,4,20
5281959998_10150867904629999,3639,147,44,404,1,26
5281959998_10150867920914999,1210,79,48,6,2,2
5281959998_10150867900534999,135,2,30,14,9,52
5281959998_10150867884519999,583,30,8,103,2,8
5281959998_10150867802434999,2366,184,44,2,276,9
5281959998_10150867864344999,306,8,25,272,11,247
5281959998_10150867850129999,631,23,12,0,1,1
5281959998_10150867818354999,190,1,73,9,18,15
5281959998_10150867785239999,3584,274,25,98,31,52
5281959998_10150867790714999,1249,109,22,10,3,7
5281959998_10150867788644999,20749,1052,460,790,32,165
5281959998_10150867754884999,166,0,1,0,1,23
5281959998_10150867688364999,1236,116,27,3,0,0
5281959998_10150867696769999,66491,13509,656,24,3665,2
5281959998_10150867642434999,1658,31,23,123,8,137
5281959998_10150867658174999,1737,158,0,1,0,1
5281959998_10150867648594999,1609,71,26,4,11,103
5281959998_10150867633844999,290,0,20,0,50,79
5281959998_10150867618554999,1202,127,16,1,1,0
5281959998_10150867593744999,394,10,11,1,6,6
5281959998_10150867566234999,5035,39,27,10,653,159
5281959998_10150867557129999,3166,100,90,58,3,5
5281959998_10150867533584999,850,23,30,261,11,17
5281959998_10150867520554999,482,16,5,0,0,1
5281959998_10150867512869999,270,7,4,9,79,98
5281959998_10150867503104999,300,4,4,14,2,28
5281959998_10150867283094999,185,3,14,5,2,1
5281959998_10150867486649999,1334,19,317,20,47,489
5281959998_10150867484169999,104,1,8,0,10,3
5281959998_10150865279329999,87,1,0,7,2,1
5281959998_10150867473394999,418,5,10,9,570,167
5281959998_10150867200459999,535,15,12,1,2,0
5281959998_10150867127779999,220,3,18,0,42,6
5281959998_10150867422179999,1817,72,233,3,35,2
5281959998_10150865101449999,692,65,1,1,18,2
5281959998_10150867155749999,243,2,19,3,121,11
5281959998_10150867282109999,1935,117,32,3,0,1
5281959998_10150867275834999,239,14,0,0,0,0
5281959998_10150867248739999,30590,2293,813,26,3,2
5281959998_10150867096569999,7450,577,20,3,0,0
5281959998_10150867219574999,24104,1497,538,15,2,4
5281959998_10150867058979999,349,3,42,8,7,136
5281959998_10150865500634999,3381,212,5,192,0,1
5281959998_10150867170289999,317,7,4,0,0,0
5281959998_10150867114594999,16333,2466,62,505,3,2
5281959998_10150867154934999,907,52,22,11,79,0
